province;red;green;blue;x;x;old IDs;;;
639;109;156;64;Sao Vicente;x;766;639;;
640;237;158;128;Wystruc;x;767;640;;
641;109;32;192;Guayra;x;768;641;;
642;237;34;255;Curitiba;x;769;642;;
643;110;36;0;Braslaw;x;770;643;;
644;238;38;64;Vitebsk;x;771;644;;
645;110;40;128;Uruguay;x;772;645;;
646;238;42;192;Banda Oriente;x;773;646;;
647;110;44;255;Al Junaynah;x;774;647;;
648;238;46;0;Asuncion;x;775;648;;
649;110;48;64;Itenines;x;776;649;;
650;239;54;255;Tandil;x;779;650;;
651;111;56;0;Candelaria Patagones;x;780;651;;
652;239;58;64;Puerto Desaedo;x;781;652;;
653;111;60;128;Tierra del Fuego;x;782;653;;
654;239;62;192;Alacaluf;x;783;654;;
655;112;64;255;Huillimapu;x;784;655;;
656;240;66;0;Pehuenmapu;x;785;656;;
657;240;70;128;Pincunmapu;x;787;657;;
658;112;72;192;Angoche;x;788;658;;
659;240;74;255;Mtetwa;x;789;659;;
660;112;76;0;Chaco Austral;x;790;660;;
661;241;78;64;Catamarca;x;791;661;;
662;113;80;128;Copiapo;x;792;662;;
663;241;82;192;Atacama;x;793;663;;
664;113;84;255;Jujuy;x;794;664;;
665;241;86;0;Potosi;x;795;665;;
666;113;88;64;Arica;x;796;666;;
667;241;90;128;Oruro;x;797;667;;
668;215;191;212;Mbwila;x;798;668;;
669;242;94;255;Chaco Boreal;x;799;669;;
670;114;96;0;Chiquitos;x;800;670;;
671;242;98;64;Caranga;x;801;671;;
672;114;100;128;Chuquiabo;x;802;672;;
673;242;102;192;Moxos;x;803;673;;
674;114;104;255;Puno;x;804;674;;
675;243;106;0;Arequipa;x;805;675;;
676;115;108;64;Nazca;x;806;676;;
677;243;110;128;Huamanga;x;807;677;;
678;115;112;192;Cuzco;x;808;678;;
679;243;114;255;Lima;x;809;679;;
680;115;116;0;Huancavelica;x;810;680;;
681;243;118;64;Tarma;x;811;681;;
682;116;120;128;Chanchan;x;812;682;;
683;244;122;192;Cajamarca;x;813;683;;
684;116;124;255;Huanuco;x;814;684;;
685;244;126;0;Maynas;x;815;685;;
686;116;128;64;Tumbes;x;816;686;;
687;244;130;128;Cuenca;x;817;687;;
688;116;132;192;Canelos;x;818;688;;
689;245;134;255;Guayaquil;x;819;689;;
690;117;136;0;Quito;x;820;690;;
691;245;138;64;Quijos;x;821;691;;
692;117;140;128;Caqueta;x;822;692;;
693;245;142;192;Cauca;x;823;693;;
694;117;144;255;Mariquita;x;824;694;;
695;245;146;0;Bogota;x;825;695;;
696;118;148;64;Choco;x;826;696;;
697;246;150;128;Antioquia;x;827;697;;
698;118;152;192;Cartagena;x;828;698;;
699;246;154;255;Magdalena;x;829;699;;
700;246;158;64;Caracas;x;831;700;;
701;118;32;128;Chiancon;x;832;701;;
702;247;34;192;Graaff-Reinet;x;833;702;;
703;119;36;255;Barinas;x;834;703;;
704;128;34;79;Panama;x;835;704;;
705;0;36;126;Chorotega;x;836;705;;
706;128;38;173;Nicaragua;x;837;706;;
707;128;42;79;Pipil;x;839;707;;
708;0;44;126;Honduras;x;840;708;;
709;129;46;173;Guatemala;x;841;709;;
710;1;48;32;Peten;x;842;710;;
711;1;52;126;Zapotec;x;844;711;;
712;129;58;79;Mixtec;x;847;712;;
713;2;60;126;Tohancapan;x;848;713;;
714;130;62;173;Tlapanec;x;849;714;;
715;2;64;32;Tlaxcala;x;850;715;;
716;130;66;79;Tarasco;x;851;716;;
717;2;68;126;Mexico;x;852;717;;
718;130;70;173;Huastec;x;853;718;;
719;2;72;32;Sayultecas;x;854;719;;
720;131;74;79;Huichol;x;855;720;;
721;3;76;126;Zacatecas;x;856;721;;
722;131;78;173;Guachichil;x;857;722;;
723;3;80;32;Tamaulipas;x;858;723;;
724;131;82;79;Sinaloa;x;859;724;;
725;3;84;126;Tepehuan;x;860;725;;
726;131;86;173;Coahuila;x;861;726;;
727;4;88;32;Yaqui;x;862;727;;
728;132;90;79;Suma;x;863;728;;
729;4;92;126;Concho;x;864;729;;
730;132;94;173;Cochimi;x;865;730;;
731;4;96;32;Guaycura;x;866;731;;
732;132;98;79;Mojave;x;867;732;;
733;4;100;126;Chumash;x;868;733;;
734;133;102;173;Salinan;x;869;734;;
735;133;106;79;Pomo;x;871;735;;
736;5;108;126;Kalapuya;x;872;736;;
737;133;110;173;Chinook;x;873;737;;
738;5;112;32;Salish;x;874;738;;
739;133;114;79;Canyon;x;875;739;;
740;6;116;126;Yavapai;x;876;740;;
741;134;118;173;Pima;x;877;741;;
742;6;120;32;Navajo;x;878;742;;
743;134;122;79;Apache;x;879;743;;
744;6;124;126;Pueblo;x;880;744;;
745;134;126;173;Piro;x;881;745;;
746;6;128;32;Mescalero;x;882;746;;
747;135;130;79;Lipan;x;883;747;;
748;135;134;173;Comanche;x;885;748;;
749;7;136;32;Waco;x;886;749;;
750;135;138;79;Tonkawa;x;887;750;;
751;135;142;173;Arapaho;x;889;751;;
752;8;144;32;Kiowa;x;890;752;;
753;136;146;79;Jicarilla;x;891;753;;
754;8;148;126;Wichita;x;892;754;;
755;8;152;32;Caddo;x;894;755;;
756;8;156;126;Ozark;x;896;756;;
757;137;158;173;Quapaw;x;897;757;;
758;9;32;32;Kansas;x;898;758;;
759;137;34;79;Osage;x;899;759;;
760;9;36;126;Tamaroa;x;900;760;;
761;137;38;173;Pawnee;x;901;761;;
762;9;40;32;Missouri;x;902;762;;
763;137;42;79;Omaha;x;903;763;;
764;10;44;126;Nakota;x;904;764;;
765;138;46;173;Iowa;x;905;765;;
766;10;48;32;Lakota;x;906;766;;
767;138;50;79;Dakota;x;907;767;;
768;10;52;126;Minnesota;x;908;768;;
769;138;54;173;Mandan;x;909;769;;
770;10;56;32;Chippewa;x;910;770;;
771;139;58;79;Menominee;x;911;771;;
772;11;60;126;Sauk;x;912;772;;
773;139;62;173;Fox;x;913;773;;
774;11;64;32;Winnebago;x;914;774;;
775;139;66;79;Illinois;x;915;775;;
776;11;68;126;Kaskaskia;x;916;776;;
777;139;70;173;Cahokia;x;917;777;;
778;12;72;32;Tennessee;x;918;778;;
779;140;74;79;Chickasaw;x;919;779;;
780;12;76;126;Choctaw;x;920;780;;
781;140;82;79;Pensacola;x;923;781;;
782;141;86;173;Tuskegee;x;925;782;;
783;13;96;32;Yamasee;x;930;783;;
784;141;98;79;Chiaha;x;931;784;;
785;142;102;173;Catawba;x;933;785;;
786;14;104;32;Shawnee;x;934;786;;
787;142;106;79;Cherokee;x;935;787;;
788;14;108;126;Cheraw;x;936;788;;
789;142;110;173;Tuscarora;x;937;789;;
790;143;114;79;Pennyrile;x;939;790;;
791;15;116;126;Kentucky;x;940;791;;
792;143;118;173;Cumberland;x;941;792;;
793;15;120;32;Wea;x;942;793;;
794;143;122;79;Miami;x;943;794;;
795;15;124;126;Potawatomi;x;944;795;;
796;143;126;173;Michigan;x;945;796;;
797;16;128;32;Wyandot;x;946;797;;
798;144;130;79;Erie;x;947;798;;
799;16;132;126;Ohio;x;948;799;;
800;144;134;173;Monacan;x;949;800;;
801;144;138;79;Kanawha;x;951;801;;
802;17;144;32;Allegheny;x;954;802;;
803;145;146;79;Susquehanna;x;955;803;;
804;17;148;126;Lenape;x;956;804;;
805;17;152;32;Seneca;x;958;805;;
806;145;154;79;Cayuga;x;959;806;;
807;18;156;126;Onondaga;x;960;807;;
808;146;158;173;Oneida;x;961;808;;
809;18;36;126;Mohawk;x;964;809;;
810;18;40;32;Connecticut;x;966;810;;
811;147;42;79;Narraganset;x;967;811;;
812;19;44;126;Massachusetts;x;968;812;;
813;147;46;173;Pocumtuk;x;969;813;;
814;19;48;32;Pennacook;x;970;814;;
815;147;50;79;Abnaki;x;971;815;;
816;19;52;126;Nootka;x;972;816;;
817;147;54;173;Squamish;x;973;817;;
818;20;56;32;Kwakiutl;x;974;818;;
819;148;58;79;Tsimshian;x;975;819;;
820;20;60;126;Tlingit;x;976;820;;
821;148;62;173;Yakutat;x;977;821;;
822;20;64;32;Kenai;x;978;822;;
823;148;66;79;Aleut;x;979;823;;
824;20;68;126;Beothuk;x;980;824;;
825;149;70;173;Taqamkuk;x;981;825;;
826;21;72;32;Unamakik;x;982;826;;
827;21;80;32;Kespek;x;986;827;;
828;149;82;79;Niagara;x;987;828;;
829;22;84;126;Huron;x;988;829;;
830;150;86;173;Ontario;x;989;830;;
831;22;88;32;Kwedech;x;990;831;;
832;150;90;79;Ottawa;x;991;832;;
833;22;92;126;Algonquin;x;992;833;;
834;150;94;173;Hochelega;x;993;834;;
835;22;96;32;Stadacona;x;994;835;;
836;151;98;79;Atiamekw;x;995;836;;
837;23;100;126;Innu;x;996;837;;
838;151;102;173;Labrador;x;997;838;;
839;23;104;32;Ungava;x;998;839;;
840;151;106;79;Nunavik;x;999;840;;
841;23;108;126;Cree;x;1000;841;;
842;151;110;173;Sault;x;1001;842;;
843;24;112;32;Abitbi;x;1002;843;;
844;24;116;126;Attawapiskat;x;1004;844;;
845;152;118;173;Swampy Cree;x;1005;845;;
846;24;120;32;Chipewyan;x;1006;846;;
847;152;122;79;Ojibwa;x;1007;847;;
848;24;124;126;Winnipeg;x;1008;848;;
849;153;126;173;Atikaki;x;1009;849;;
850;25;128;32;Manitoba;x;1010;850;;
851;153;130;79;Woods Cree;x;1011;851;;
852;25;132;126;Satsuma;x;1012;852;;
853;25;136;32;Bungo;x;1014;853;;
854;153;138;79;Okinawa;x;1015;854;;
855;26;140;126;Nghe An;x;1016;855;;
856;154;142;173;Suo;x;1017;856;;
857;26;144;32;Izumo;x;1018;857;;
858;154;146;79;Harima;x;1019;858;;
859;26;148;126;Kyoto;x;1020;859;;
860;26;152;32;Amaravati;x;1022;860;;
861;155;154;79;Echizen;x;1023;861;;
862;27;156;126;Echigo;x;1024;862;;
863;155;158;173;Dewa;x;1025;863;;
864;27;32;32;Mutsu;x;1026;864;;
865;155;38;173;Kai;x;1029;865;;
866;156;42;79;Kamikawa;x;1031;866;;
867;28;44;126;Kurils;x;1032;867;;
868;156;46;173;Sakhalin;x;1033;868;;
869;28;48;32;Kamchatka;x;1034;869;;
870;156;50;79;Penchisky;x;1035;870;;
871;28;52;126;Podzhiversk;x;1036;871;;
872;157;54;173;Nizhe-Kolymsk;x;1037;872;;
873;29;56;32;Anadyrsk;x;1038;873;;
874;157;58;79;Verkhoyansk;x;1039;874;;
875;29;254;126;Suntar Khayat;x;1040;875;;
876;157;62;173;Gizhiga;x;1041;876;;
877;29;64;32;Kamnuskoye;x;1042;877;;
878;157;66;79;Okhotsk;x;1043;878;;
879;30;68;126;Tauisk;x;1044;879;;
880;158;70;173;Yakutsk;x;1045;880;;
881;30;243;32;Butalsk;x;1046;881;;
882;158;174;79;Jugjur;x;1047;882;;
883;30;76;126;Udskoye;x;1048;883;;
884;158;78;173;Saghalian Oula;x;1049;884;;
885;30;80;32;Deren;x;1050;885;;
886;159;82;79;Uchurskoye;x;1051;886;;
887;31;84;126;Verkohzehkoye;x;1052;887;;
888;159;86;173;Albazinsky;x;1053;888;;
889;31;88;32;Ilimsk;x;1054;889;;
890;159;90;79;Verkne-Angarsky;x;1055;890;;
891;31;92;126;Barguzinsky;x;1056;891;;
892;159;94;173;Udinsky;x;1057;892;;
893;32;96;32;Nerchinsky;x;1058;893;;
894;160;98;79;Bratsk;x;1059;894;;
895;32;100;126;Irkutsk;x;1060;895;;
896;160;102;173;Yeniseysk;x;1061;896;;
897;32;104;32;Kachinsk;x;1062;897;;
898;160;106;79;Sayan;x;1063;898;;
899;32;108;126;Tomsk;x;1064;899;;
900;161;110;173;Kuznetsk;x;1065;900;;
901;33;112;32;Altai;x;1066;901;;
902;161;114;79;Narym;x;1067;902;;
903;33;116;126;Pegaya Orda;x;1068;903;;
904;161;118;173;Surgut;x;1069;904;;
905;33;120;32;Koda;x;1070;905;;
906;162;130;79;Tyumen;x;1075;906;;
907;34;132;126;Kurgan;x;1076;907;;
908;162;134;173;Solikamsk;x;1077;908;;
909;34;136;32;Middle Urals;x;1078;909;;
910;163;138;79;Viatka;x;1079;910;;
911;35;140;126;North Urals;x;1080;911;;
912;163;142;173;Simbirsk;x;1081;912;;
913;35;144;32;Kazan;x;1082;913;;
914;163;146;79;Zavolochye;x;1083;914;;
915;35;148;126;Wadjuk;x;1084;915;;
916;163;150;173;Paredarerme;x;1085;916;;
917;36;152;32;Kaurna;x;1086;917;;
918;164;154;79;Woiworung;x;1087;918;;
919;36;156;126;Wergaia;x;1088;919;;
920;164;158;173;Wiradjuri;x;1089;920;;
921;36;232;32;Eora;x;1090;921;;
922;164;34;79;Kamilaroi;x;1091;922;;
923;36;36;126;Bundjalung;x;1092;923;;
924;165;38;173;Barunggam;x;1093;924;;
925;37;240;32;Gubbi Gubbi;x;1094;925;;
926;165;42;79;Falklands;x;1095;926;;
927;37;44;126;Cape Verde;x;1096;927;;
928;165;46;173;Fernando Po;x;1097;928;;
929;37;248;32;St. Helena;x;1098;929;;
930;165;50;79;Socotra;x;1099;930;;
931;38;52;126;Mahe;x;1100;931;;
932;38;247;32;Mauritius;x;1102;932;;
933;166;58;79;Bourbon;x;1103;933;;
934;38;60;126;Eiriksfjord;x;1104;934;;
935;166;62;173;Vestbygden;x;1105;935;;
936;38;164;32;Whangarei;x;1106;936;;
937;167;66;79;Taranaki;x;1107;937;;
938;39;68;126;Wairoa;x;1108;938;;
939;167;70;173;Timaru;x;1109;939;;
940;39;72;32;Rio de Oro;x;1110;940;;
941;168;86;173;Futa Jallon;x;1117;941;;
942;40;88;32;Sierra Leone;x;1118;942;;
943;168;90;79;Grain Coast;x;1119;943;;
944;40;92;126;Bambuk;x;1120;944;;
945;169;94;173;Bure;x;1121;945;;
946;41;96;32;Konian;x;1122;946;;
947;169;98;79;Segu;x;1123;947;;
948;41;100;126;Wasuju;x;1124;948;;
949;169;102;173;Worodugu;x;1125;949;;
950;41;104;32;Ivory Coast;x;1126;950;;
951;169;106;79;Tuat;x;1127;951;;
952;42;108;126;Taodeni;x;1128;952;;
953;170;110;173;Azawadd;x;1129;953;;
954;42;112;32;Tadimekket;x;1130;954;;
955;170;114;79;Massina;x;1131;955;;
956;42;116;126;Timbuktu;x;1132;956;;
957;170;118;173;Gao;x;1133;957;;
958;42;120;32;Jenne;x;1134;958;;
959;171;122;79;Yatenga;x;1135;959;;
960;43;124;126;Gurma;x;1136;960;;
961;171;126;173;Wagadugi;x;1137;961;;
962;43;128;32;Kumasi;x;1138;962;;
963;171;130;79;Gold Coast;x;1139;963;;
964;43;132;126;Abomey;x;1140;964;;
965;171;134;173;Whydah;x;1141;965;;
966;44;136;32;Dendi;x;1142;966;;
967;172;138;79;Borgu;x;1143;967;;
968;44;140;126;Oyo;x;1144;968;;
969;172;142;173;Nupe;x;1145;969;;
970;44;144;32;Ife;x;1146;970;;
971;44;148;126;Gobir;x;1148;971;;
972;173;150;173;Katsina;x;1149;972;;
973;45;152;32;Zamfara;x;1150;973;;
974;173;154;79;Bonny;x;1151;974;;
975;45;156;126;Idah;x;1152;975;;
976;173;158;173;Pindinga;x;1153;976;;
977;45;32;32;Zazzau;x;1154;977;;
978;173;34;79;Kano;x;1155;978;;
979;46;36;126;Damagaram;x;1156;979;;
980;174;38;173;Damasak;x;1157;980;;
981;46;40;32;Kanem;x;1158;981;;
982;174;42;79;Bagirmi;x;1159;982;;
983;46;44;126;Bornu;x;1160;983;;
984;174;246;173;Bauchi;x;1161;984;;
985;46;48;32;Wukari;x;1162;985;;
986;175;50;79;Calabar;x;1163;986;;
987;47;52;126;Cameroon;x;1164;987;;
988;175;54;173;Gabon;x;1165;988;;
989;47;236;32;Loango;x;1166;989;;
990;175;58;79;Luanda;x;1167;990;;
991;206;217;77;Nsoyo;x;1168;991;;
992;175;62;173;Mayombe;x;1169;992;;
993;48;64;32;Kongo;x;1170;993;;
994;176;66;79;Ndongo;x;1171;994;;
995;48;68;126;Benguela;x;1172;995;;
996;176;70;173;Namibia;x;1173;996;;
997;48;172;32;Angra Pequena;x;1174;997;;
998;176;74;79;Lesser Namaqualand;x;1175;998;;
999;48;76;126;Roggeveld;x;1176;999;;
1000;177;78;173;Cape;x;1177;1000;;
1001;49;80;32;Great Karoo;x;1178;1001;;
1002;177;82;79;Swellendam;x;1179;1002;;
1003;49;84;126;Transkei;x;1180;1003;;
1004;177;86;173;Natal;x;1181;1004;;
1005;49;88;32;Delagoa Bay;x;1182;1005;;
1006;177;90;79;Inhambane;x;1183;1006;;
1007;50;92;126;Zimbabwe;x;1184;1007;;
1008;178;94;173;Uteve;x;1185;1008;;
1009;50;96;32;Sofala;x;1186;1009;;
1010;178;98;79;Urungwe;x;1187;1010;;
1011;50;100;126;Tete;x;1188;1011;;
1012;178;202;173;Barwe;x;1189;1012;;
1013;50;104;32;Zumbo;x;1190;1013;;
1014;179;106;79;Sena;x;1191;1014;;
1015;51;108;126;Quelimane;x;1192;1015;;
1016;179;110;173;Menabe;x;1193;1016;;
1017;51;212;32;Besalampy;x;1194;1017;;
1018;179;114;79;Mozambique;x;1195;1018;;
1019;51;116;126;Kilwa;x;1196;1019;;
1020;179;118;173;Ujiji;x;1197;1020;;
1021;52;120;32;Tabora;x;1198;1021;;
1022;180;122;79;Bagamoyo;x;1199;1022;;
1023;52;124;126;Tanga;x;1200;1023;;
1024;52;128;32;Mombasa;x;1202;1024;;
1025;180;130;79;Malindi;x;1203;1025;;
1026;181;134;173;Mogadishu;x;1205;1026;;
1027;53;136;32;Mayertern;x;1206;1027;;
1028;181;138;79;Ogaden;x;1207;1028;;
1029;53;140;126;Haud;x;1208;1029;;
1030;181;142;173;Berbera;x;1209;1030;;
1031;53;144;32;Ifat;x;1210;1031;;
1032;181;146;79;Harer;x;1211;1032;;
1033;54;148;126;Zeila;x;1212;1033;;
1034;182;150;173;Shoa;x;1213;1034;;
1035;54;152;32;Awsa;x;1214;1035;;
1036;182;154;79;Tajura;x;1215;1036;;
1037;54;156;126;Dar Nuba;x;1216;1037;;
1038;182;158;173;Fazughli;x;1217;1038;;
1039;54;32;32;Kefa;x;1218;1039;;
1040;183;34;79;Kordofan;x;1219;1040;;
1041;55;36;126;Dar Ja'al;x;1220;1041;;
1042;183;38;173;Taqali;x;1221;1042;;
1043;55;40;32;Gezira;x;1222;1043;;
1044;183;42;79;Gojjam;x;1223;1044;;
1045;55;44;126;Gonder;x;1224;1045;;
1046;183;246;173;Butana;x;1225;1046;;
1047;56;48;32;Taka;x;1226;1047;;
1048;184;50;79;Tigre;x;1227;1048;;
1049;56;252;126;Dongola;x;1228;1049;;
1050;184;54;173;Berber;x;1229;1050;;
1051;56;56;32;Massawa;x;1230;1051;;
1052;184;58;79;Aswan;x;1231;1052;;
1053;56;60;126;Suakin;x;1232;1053;;
1054;185;62;173;Kharga;x;1233;1054;;
1055;57;164;32;Qasr Ibrim;x;1234;1055;;
1056;185;66;79;Guam;x;1235;1056;;
1057;57;68;126;Rabaul;x;1236;1057;;
1058;185;70;173;Papua;x;1237;1058;;
1059;57;172;32;Solomon Islands;x;1238;1059;;
1060;185;74;79;Vanuatu;x;1239;1060;;
1061;58;76;126;Hawaii;x;1240;1061;;
1062;58;180;32;Fiji;x;1242;1062;;
1063;186;82;79;Samoa;x;1243;1063;;
1064;186;86;173;Irian;x;1245;1064;;
1065;58;188;32;Aorangi;x;1246;1065;;
1066;187;90;79;Corsica;x;1247;1066;;
1067;187;94;173;Yola;x;1249;1067;;
1068;2;200;250;Vattern;x;1251;1068;;
1069;3;220;250;Gulf of Bothnia;x;1252;1069;;
1070;4;250;250;Alands Hav;x;1253;1070;;
1071;5;200;200;Gulf of Finland;x;1254;1071;;
1072;6;200;250;Western Baltic Sea;x;1255;1072;;
1073;8;250;250;Southern Baltic Sea;x;1257;1073;;
1074;9;200;200;Oresund;x;1258;1074;;
1075;13;200;200;Onega;x;1262;1075;;
1076;14;200;250;Barents Sea;x;1263;1076;;
1077;15;220;250;Lofoten Sea;x;1264;1077;;
1078;16;250;250;Northern Norwegian Sea;x;1265;1078;;
1079;17;200;200;Southern Norwegian Sea;x;1266;1079;;
1080;18;200;250;Skagerrack;x;1267;1080;;
1081;19;220;250;Helgoland Bight;x;1268;1081;;
1082;20;250;250;Coast of Holland;x;1269;1082;;
1083;21;200;200;Dogger Bank;x;1270;1083;;
1084;22;200;250;Straits of Dover;x;1271;1084;;
1085;23;220;250;The Channel;x;1272;1085;;
1086;224;123;123;Taveta;x;1273;1086;;
1087;25;200;200;Coast of Britanny;x;1274;1087;;
1088;26;200;250;Quiberon Bay;x;1275;1088;;
1089;27;220;250;Cote D'Argent;x;1276;1089;;
1090;28;250;250;Bay of Biscay;x;1277;1090;;
1091;29;200;200;Cantabrian Sea;x;1278;1091;;
1092;30;200;250;Tyne;x;1279;1092;;
1093;31;220;250;Firth of Forth;x;1280;1093;;
1094;32;250;250;The North Sea;x;1281;1094;;
1095;33;200;200;Moray Firth;x;1282;1095;;
1096;34;200;250;North Channel;x;1283;1096;;
1097;35;220;250;Irish Sea;x;1284;1097;;
1098;36;250;250;St. George's Channel;x;1285;1098;;
1099;37;200;200;Donegal Bay;x;1286;1099;;
1100;38;200;250;Dingle Bay;x;1287;1100;;
1101;39;220;250;Celtic Sea;x;1288;1101;;
1102;40;250;250;Western Approaches;x;1289;1102;;
1103;41;200;200;Finisterre Bay;x;1290;1103;;
1104;42;200;250;Lusitanian Sea;x;1291;1104;;
1105;43;220;250;Gulf of Cadiz;x;1292;1105;;
1106;44;250;250;Straits of Gibraltar;x;1293;1106;;
1107;45;200;200;Gulf of Almeira;x;1294;1107;;
1108;46;200;250;Gulf of Valencia;x;1295;1108;;
1109;47;220;250;Gulf of Lion;x;1296;1109;;
1110;48;250;250;Cote D'Azur;x;1297;1110;;
1111;49;200;200;Ligurian Sea;x;1298;1111;;
1112;50;200;250;Shetland Straits;x;1299;1112;;
1113;51;220;250;Western Mediterranean;x;1300;1113;;
1114;52;250;250;Barbary Coast;x;1301;1114;;
1115;53;200;200;Cape Bon;x;1302;1115;;
1116;54;200;250;Tyrrenean Sea;x;1303;1116;;
1117;55;220;250;Bay of Naples;x;1304;1117;;
1118;56;250;250;Gulf of Gabes;x;1305;1118;;
1119;181;48;132;Sao Tome;x;1306;1119;;
1120;58;200;250;Straits of Messina;x;1307;1120;;
1121;59;220;250;Gulf of Venice;x;1308;1121;;
1122;60;250;250;Adriatic Sea;x;1309;1122;;
1123;61;200;200;Straits of Otranto;x;1310;1123;;
1124;62;200;250;Gulf of Taranto;x;1311;1124;;
1125;63;220;250;Ionian Sea;x;1312;1125;;
1126;64;250;250;Gulf of Sirte;x;1313;1126;;
1127;65;200;200;Gulf of Tobruk;x;1314;1127;;
1128;66;200;250;Bay of Alexandrian;x;1315;1128;;
1129;67;220;250;Palestinian Coast;x;1316;1129;;
1130;68;250;250;Gulf of Cyprus;x;1317;1130;;
1131;209;246;4;Spis;x;1318;1131;;
1132;70;200;250;Aegean Sea;x;1319;1132;;
1133;71;220;250;Sea of Marmara;x;1320;1133;;
1134;72;250;250;Gulf of Varna;x;1321;1134;;
1135;73;200;200;Gulf of Odessa;x;1322;1135;;
1136;74;200;250;Sea of Azov;x;1323;1136;;
1137;75;220;250;Eastern Black Sea;x;1324;1137;;
1138;76;250;250;Lake Balaton;x;1325;1138;;
1139;77;200;200;Caspian Sea;x;1326;1139;;
1140;78;200;250;Aral Sea;x;1327;1140;;
1141;79;220;250;Gulf of Suez;x;1328;1141;;
1142;80;250;250;Red Sea;x;1329;1142;;
1143;81;200;200;Straits of Obokk;x;1330;1143;;
1144;82;200;250;Bal el Mandeb;x;1331;1144;;
1145;83;220;250;Coast of Mascate;x;1332;1145;;
1146;84;250;250;Gulf of Masirah;x;1333;1146;;
1147;85;200;200;Straits of Hormuz;x;1334;1147;;
1148;86;200;250;Persian Gulf;x;1335;1148;;
1149;87;220;250;Gulf of Indus;x;1336;1149;;
1150;88;250;250;Gulf of Gujarat;x;1337;1150;;
1151;89;200;200;Laquedive Islands;x;1338;1151;;
1152;90;200;250;Coast of Malabar;x;1339;1152;;
1153;91;220;250;Comorin Cape;x;1340;1153;;
1154;92;250;250;Coast of Caramandel;x;1341;1154;;
1155;93;200;200;Coast of Orissa;x;1342;1155;;
1156;94;200;250;Ganges Delta;x;1343;1156;;
1157;95;220;250;Akyab Bay;x;1344;1157;;
1158;96;250;250;Irrawady Delta;x;1345;1158;;
1159;97;200;200;Andaman Sea;x;1346;1159;;
1160;98;200;250;Mergui Archipelago;x;1347;1160;;
1161;99;220;250;Straits of Malacca;x;1348;1161;;
1162;100;250;250;Nicobar Isles;x;1349;1162;;
1163;101;200;200;Coast of Atjeh;x;1350;1163;;
1164;102;200;250;Coast of Sumatra;x;1351;1164;;
1165;103;220;250;Christmas Island;x;1352;1165;;
1166;104;250;250;Coast of Java;x;1353;1166;;
1167;105;200;200;Coast of Surabaya;x;1354;1167;;
1168;106;200;250;Straits of Lombok;x;1355;1168;;
1169;107;220;250;Timor Sea;x;1356;1169;;
1170;108;250;250;The Moluccas;x;1357;1170;;
1171;109;200;200;Java Sea;x;1358;1171;;
1172;110;200;250;Straits of Makassar;x;1359;1172;;
1173;111;220;250;Karimata Strait;x;1360;1173;;
1174;112;250;250;Straits of Johore;x;1361;1174;;
1175;113;200;200;Malayan Sea;x;1362;1175;;
1176;114;200;250;Coast of Sarawk;x;1363;1176;;
1177;115;220;250;Mekong Delta;x;1364;1177;;
1178;116;250;250;Gulf of Siam;x;1365;1178;;
1179;117;200;200;Cam Rah Bay;x;1366;1179;;
1180;118;200;250;South China Sea;x;1367;1180;;
1181;119;220;250;Coast of Brunei;x;1368;1181;;
1182;120;250;250;Coast of Annam;x;1369;1182;;
1183;121;200;200;Gulf of Tonkin;x;1370;1183;;
1184;122;200;250;Guanghou Bay;x;1371;1184;;
1185;123;220;250;Taiwan Strait;x;1372;1185;;
1186;124;250;250;Yang Tse Delta;x;1373;1186;;
1187;125;200;200;Western Yellow Sea;x;1374;1187;;
1188;126;200;250;Korea Bay;x;1375;1188;;
1189;127;220;250;South Korean Sea;x;1376;1189;;
1190;0;251;251;North Korean Sea;x;1377;1190;;
1191;1;201;201;Coast of Olga;x;1378;1191;;
1192;2;201;251;Tatar Straits;x;1379;1192;;
1193;3;221;251;Amur Delta;x;1380;1193;;
1194;4;251;251;Baj of Ayan;x;1381;1194;;
1195;5;201;201;Bay of Komenskoie;x;1382;1195;;
1196;6;201;251;Coast of Kamchatska;x;1383;1196;;
1197;7;221;251;Oktothsk Sea;x;1384;1197;;
1198;8;251;251;Coast Sahkalin;x;1385;1198;;
1199;9;201;201;Soya Strait;x;1386;1199;;
1200;10;201;251;Tsugaru Strait;x;1387;1200;;
1201;11;221;251;Yamato Basin;x;1388;1201;;
1202;12;251;251;Amakusa Sea;x;1389;1202;;
1203;13;201;201;Setto Inland Sea;x;1390;1203;;
1204;14;201;251;Kii Channel;x;1391;1204;;
1205;15;221;251;Ryukyu Islands;x;1392;1205;;
1206;16;251;251;Luzon Strait;x;1393;1206;;
1207;17;201;201;Paracel Islands;x;1394;1207;;
1208;18;201;251;Manila Bay;x;1395;1208;;
1209;19;221;251;Coast of Luzon;x;1396;1209;;
1210;20;251;251;Gulf of Leyte;x;1397;1210;;
1211;21;201;201;Sulu Sea;x;1398;1211;;
1212;22;201;251;Sea of Celebes;x;1399;1212;;
1213;23;221;251;Sea of Ternete;x;1400;1213;;
1214;24;251;251;Sea of Banda;x;1401;1214;;
1215;25;201;201;Philipine Sea;x;1402;1215;;
1216;26;201;251;Palau Islands;x;1403;1216;;
1217;27;221;251;Biak Bay;x;1404;1217;;
1218;28;251;251;Vilian Strait;x;1405;1218;;
1219;29;201;201;Trobrian Islands;x;1406;1219;;
